KODTOV;kolvo_sale;DATA;kolvo_ost
353572;1.00;2023-08-01;82.00
353572;1.00;2023-08-11;91.00
353572;3.00;2023-08-14;246.00
353572;1.00;2023-08-27;83.00
353572;1.00;2023-09-09;88.00
353572;1.00;2023-08-31;95.00
353572;2.00;2023-09-03;87.00
353572;2.00;2023-09-22;180.00
353572;1.00;2023-08-07;76.00
353572;3.00;2023-08-29;294.00
353572;1.00;2023-09-11;72.00
353572;1.00;2023-08-09;94.00
353572;1.00;2023-08-19;80.00
353572;2.00;2023-08-22;142.00
353572;2.00;2023-09-04;80.00
353572;1.00;2023-09-07;91.00
353572;1.00;2023-08-04;88.00
353572;1.00;2023-09-15;65.00
353572;3.00;2023-09-25;249.00
353572;1.00;2023-09-28;82.00
353572;1.00;2023-08-15;79.00
353572;2.00;2023-08-21;148.00
353572;1.00;2023-08-24;92.00
353572;1.00;2023-09-19;96.00
353589;1.00;2023-09-07;35.00
353589;1.00;2023-09-23;35.00
353589;1.00;2023-09-29;48.00
353589;1.00;2023-09-22;38.00
353589;2.00;2023-09-28;98.00
353589;1.00;2023-08-22;39.00
353589;4.00;2023-09-20;88.00
353589;2.00;2023-08-10;43.00
353589;3.00;2023-09-02;88.00
353589;1.00;2023-09-08;32.00
353589;2.00;2023-08-18;92.00
353589;1.00;2023-09-13;26.00
353589;1.00;2023-08-08;32.00
353589;1.00;2023-08-24;49.00
353589;1.00;2023-09-06;36.00
353589;1.00;2023-09-09;27.00
353589;1.00;2023-09-25;27.00
353589;1.00;2023-08-04;33.00
353589;1.00;2023-09-21;40.00
353589;1.00;2023-08-01;28.00
353589;2.00;2023-08-17;48.00
353589;1.00;2023-09-05;37.00
353589;1.00;2023-09-15;25.00
353589;1.00;2023-09-24;31.00
353589;1.00;2023-08-15;37.00
353589;1.00;2023-09-16;24.00
353590;1.00;2023-09-06;25.00
353590;1.00;2023-09-16;8.00
353590;1.00;2023-09-19;5.00
353590;1.00;2023-08-24;33.00
353590;1.00;2023-08-26;30.00
353590;1.00;2023-09-10;20.00
353590;2.00;2023-08-10;82.00
353590;1.00;2023-09-08;23.00
353590;2.00;2023-09-11;17.00
353590;2.00;2023-09-02;62.00
353590;3.00;2023-09-15;33.00
353590;1.00;2023-08-28;27.00
353590;1.00;2023-09-13;14.00
353590;1.00;2023-09-04;29.00
353590;1.00;2023-09-20;4.00
353590;1.00;2023-08-01;32.00
353590;2.00;2023-08-17;66.00
353590;1.00;2023-08-15;39.00
353590;1.00;2023-08-31;32.00
353591;1.00;2023-09-02;26.00
353591;1.00;2023-09-08;22.00
353591;1.00;2023-09-13;21.00
353591;1.00;2023-08-14;20.00
353591;1.00;2023-09-07;23.00
353591;1.00;2023-09-26;20.00
353591;2.00;2023-09-04;25.00
353593;1.00;2023-09-07;9.00
353593;1.00;2023-08-17;6.00
353593;2.00;2023-08-16;8.00
353597;1.00;2023-08-10;8.00
353597;3.00;2023-08-12;14.00
353597;1.00;2023-09-30;9.00
353597;1.00;2023-08-05;12.00
353597;2.00;2023-09-06;26.00
353597;1.00;2023-08-03;13.00
353597;1.00;2023-08-06;11.00
353599;1.00;2023-09-03;8.00
353599;1.00;2023-09-13;6.00
353599;1.00;2023-08-10;9.00
353599;1.00;2023-09-24;4.00
353599;1.00;2023-09-20;6.00
353599;1.00;2023-08-05;10.00
353599;1.00;2023-09-23;5.00
354625;1.00;2023-09-28;7.00
354642;1.00;2023-09-02;17.00
354642;1.00;2023-09-07;11.00
354642;2.00;2023-09-06;13.00
354642;1.00;2023-09-25;16.00
354642;1.00;2023-09-16;9.00
354642;1.00;2023-08-20;19.00
354642;1.00;2023-09-15;10.00
354642;1.00;2023-09-28;15.00
354642;2.00;2023-08-10;11.00
354708;1.00;2023-08-02;27.00
354708;3.00;2023-08-05;70.00
354708;1.00;2023-08-18;29.00
354708;1.00;2023-08-07;33.00
354708;1.00;2023-09-24;33.00
354708;1.00;2023-09-30;29.00
354708;4.00;2023-08-14;75.00
354708;2.00;2023-08-20;50.00
354708;2.00;2023-08-08;32.00
354708;1.00;2023-08-04;36.00
354708;2.00;2023-08-12;29.00
354708;1.00;2023-09-26;32.00
354708;1.00;2023-09-06;41.00
354708;1.00;2023-09-13;38.00
354708;2.00;2023-09-16;36.00
354708;1.00;2023-08-17;30.00
354709;1.00;2023-08-02;16.00
354709;2.00;2023-09-03;68.00
354709;1.00;2023-09-29;24.00
354709;1.00;2023-08-14;13.00
354709;2.00;2023-08-05;26.00
354709;2.00;2023-08-12;15.00
354709;1.00;2023-09-10;28.00
354709;2.00;2023-09-08;64.00
354709;1.00;2023-08-08;12.00
354709;2.00;2023-08-09;34.00
354709;1.00;2023-09-17;25.00
356223;1.00;2023-09-15;8.00
356223;2.00;2023-08-15;24.00
356223;1.00;2023-09-16;7.00
356223;1.00;2023-08-01;16.00
356223;1.00;2023-09-05;19.00
356223;1.00;2023-09-06;18.00
356224;1.00;2023-08-20;21.00
356224;1.00;2023-09-07;27.00
356224;1.00;2023-09-26;18.00
356224;1.00;2023-09-08;26.00
356224;1.00;2023-09-17;19.00
356224;1.00;2023-08-15;27.00
356224;1.00;2023-08-18;22.00
356224;1.00;2023-09-16;20.00
356224;1.00;2023-09-05;28.00
356224;1.00;2023-08-22;20.00
356561;1.00;2023-09-16;4.00
356561;1.00;2023-08-12;13.00
356561;1.00;2023-09-21;1.00
356561;2.00;2023-09-11;12.00
356561;1.00;2023-08-09;16.00
356561;2.00;2023-09-26;12.00
356561;1.00;2023-08-13;12.00
356561;1.00;2023-08-19;13.00
356566;1.00;2023-08-20;23.00
356566;1.00;2023-09-20;20.00
356566;1.00;2023-08-14;12.00
356566;1.00;2023-08-03;20.00
356566;1.00;2023-09-04;22.00
356566;1.00;2023-08-07;16.00
357880;1.00;2023-09-04;15.00
357880;1.00;2023-09-24;14.00
357880;1.00;2023-08-20;22.00
357880;1.00;2023-08-31;20.00
357880;1.00;2023-08-21;21.00
357880;1.00;2023-08-06;29.00
357880;1.00;2023-09-19;10.00
357880;1.00;2023-09-08;15.00
357880;1.00;2023-09-02;17.00
361207;1.00;2023-09-16;9.00
361207;1.00;2023-08-09;15.00
361207;1.00;2023-09-07;9.00
361207;1.00;2023-08-29;16.00
361207;1.00;2023-09-08;12.00
361207;1.00;2023-09-22;17.00
361207;1.00;2023-09-21;18.00
361207;1.00;2023-09-02;12.00
361207;1.00;2023-08-15;10.00
361207;1.00;2023-08-18;17.00
361209;1.00;2023-08-10;27.00
361209;1.00;2023-09-05;17.00
361209;1.00;2023-09-27;7.00
361209;1.00;2023-09-26;13.00
361209;1.00;2023-09-11;20.00
361209;1.00;2023-08-21;22.00
361209;1.00;2023-09-19;15.00
361209;1.00;2023-08-30;20.00
361209;1.00;2023-09-18;16.00
361209;1.00;2023-09-21;8.00
361209;1.00;2023-09-02;18.00
361209;1.00;2023-08-31;19.00
361209;1.00;2023-09-07;21.00
361211;1.00;2023-09-02;18.00
361211;1.00;2023-09-12;27.00
361211;1.00;2023-08-25;23.00
361211;1.00;2023-08-28;22.00
361211;1.00;2023-09-07;28.00
361211;2.00;2023-08-13;22.00
361211;1.00;2023-09-30;19.00
361211;1.00;2023-08-10;23.00
361211;1.00;2023-08-16;29.00
361211;1.00;2023-09-05;17.00
361211;1.00;2023-09-26;11.00
361211;3.00;2023-09-27;20.00
361212;1.00;2023-08-15;12.00
361212;1.00;2023-08-13;13.00
361212;1.00;2023-09-24;14.00
361218;2.00;2023-09-02;15.00
361218;8.00;2023-09-23;13.00
361224;1.00;2023-09-09;16.00
361224;1.00;2023-09-16;12.00
361224;1.00;2023-09-15;13.00
361224;2.00;2023-08-21;24.00
361224;1.00;2023-09-21;23.00
361235;2.00;2023-09-24;18.00
363183;1.00;2023-08-05;16.00
363188;1.00;2023-09-03;9.00
365029;2.00;2023-08-17;56.00
365029;1.00;2023-08-11;19.00
365029;1.00;2023-08-07;16.00
365029;1.00;2023-08-29;33.00
365029;2.00;2023-08-20;24.00
365029;1.00;2023-09-08;30.00
365029;1.00;2023-08-30;32.00
365029;3.00;2023-08-02;48.00
365029;1.00;2023-08-15;18.00
365029;1.00;2023-09-03;27.00
365044;2.00;2023-09-26;8.00
365044;1.00;2023-09-01;25.00
365044;1.00;2023-09-11;15.00
365044;1.00;2023-08-08;26.00
365044;4.00;2023-09-09;19.00
365044;2.00;2023-09-25;13.00
365044;2.00;2023-09-21;10.00
365044;3.00;2023-09-24;16.00
365044;1.00;2023-08-03;19.00
365044;4.00;2023-09-05;23.00
365044;3.00;2023-08-24;30.00
365044;2.00;2023-08-30;27.00
365045;1.00;2023-08-08;17.00
365045;1.00;2023-08-24;32.00
365045;1.00;2023-09-25;16.00
365045;1.00;2023-09-05;26.00
365045;1.00;2023-09-11;24.00
365045;1.00;2023-09-24;17.00
365045;1.00;2023-09-09;25.00
365045;1.00;2023-08-26;29.00
366187;2.00;2023-08-15;20.00
366187;1.00;2023-08-03;6.00
366187;1.00;2023-09-08;15.00
366187;1.00;2023-08-30;20.00
366187;1.00;2023-09-05;16.00
366188;1.00;2023-09-29;12.00
366188;1.00;2023-09-14;13.00
366188;1.00;2023-08-20;11.00
366188;1.00;2023-09-08;10.00
366188;1.00;2023-09-10;6.00
366188;1.00;2023-08-23;14.00
366188;1.00;2023-09-09;9.00
366188;1.00;2023-08-13;13.00
366188;1.00;2023-08-16;12.00
366189;1.00;2023-08-20;19.00
366189;1.00;2023-08-07;26.00
366189;1.00;2023-08-16;23.00
366189;1.00;2023-09-16;22.00
366189;1.00;2023-09-29;17.00
366189;1.00;2023-08-12;22.00
366189;1.00;2023-08-22;16.00
366189;1.00;2023-09-26;18.00
366189;1.00;2023-08-23;27.00
366189;1.00;2023-09-14;23.00
366189;1.00;2023-08-02;15.00
366189;1.00;2023-09-09;24.00
366189;1.00;2023-08-14;21.00
366190;1.00;2023-08-14;14.00
366190;1.00;2023-08-20;12.00
366190;1.00;2023-09-14;17.00
366190;1.00;2023-09-27;14.00
366190;1.00;2023-08-03;13.00
366190;1.00;2023-08-07;12.00
366190;1.00;2023-09-02;16.00
366190;1.00;2023-08-21;11.00
366190;1.00;2023-09-09;14.00
366190;1.00;2023-09-16;16.00
366190;1.00;2023-09-26;15.00
366190;2.00;2023-09-29;13.00
366190;2.00;2023-08-27;18.00
366191;1.00;2023-09-09;11.00
366191;4.00;2023-09-10;10.00
366191;1.00;2023-08-29;13.00
366191;1.00;2023-09-01;12.00
366191;1.00;2023-08-28;14.00
366192;1.00;2023-09-05;9.00
366192;2.00;2023-09-11;8.00
367546;1.00;2023-09-06;4.00
367549;1.00;2023-08-17;3.00
367550;1.00;2023-09-03;4.00
367550;2.00;2023-08-24;6.00
367550;1.00;2023-08-23;7.00
367550;2.00;2023-09-06;3.00
367551;1.00;2023-09-27;7.00
367551;1.00;2023-09-01;12.00
367552;1.00;2023-09-20;7.00
367559;1.00;2023-08-27;7.00
367559;1.00;2023-09-11;6.00
367559;1.00;2023-09-16;5.00
367559;2.00;2023-09-19;4.00
367559;1.00;2023-09-21;2.00
367560;1.00;2023-09-11;9.00
367560;2.00;2023-08-11;12.00
367560;1.00;2023-09-20;6.00
367560;2.00;2023-09-05;11.00
369210;1.00;2023-08-24;12.00
369211;1.00;2023-09-13;4.00
369211;1.00;2023-08-07;5.00
369211;1.00;2023-08-24;3.00
369217;1.00;2023-09-02;NULL
369217;1.00;2023-09-16;4.00
369217;2.00;2023-09-19;4.00
369344;2.00;2023-09-08;42.00
369344;1.00;2023-08-26;25.00
369344;1.00;2023-09-24;11.00
369344;1.00;2023-08-06;24.00
369344;2.00;2023-09-23;26.00
369344;1.00;2023-08-08;22.00
369344;1.00;2023-09-16;15.00
369344;2.00;2023-09-11;17.00
369344;2.00;2023-09-07;46.00
369344;1.00;2023-09-05;24.00
369344;1.00;2023-09-21;14.00
369347;1.00;2023-08-18;25.00
369347;1.00;2023-08-20;24.00
369347;1.00;2023-08-27;20.00
369347;1.00;2023-09-02;24.00
369347;1.00;2023-09-15;34.00
369347;1.00;2023-08-06;34.00
369347;1.00;2023-08-11;32.00
369347;1.00;2023-09-29;30.00
369347;1.00;2023-08-29;19.00
388996;1.00;2023-09-12;1.00
388996;1.00;2023-08-17;2.00
388996;1.00;2023-08-02;7.00
389004;1.00;2023-09-05;5.00
389004;2.00;2023-09-03;5.00
389005;1.00;2023-09-29;1.00
389005;1.00;2023-09-01;2.00
389005;1.00;2023-08-01;6.00
389008;1.00;2023-09-01;12.00
389008;1.00;2023-08-22;21.00
389008;1.00;2023-09-08;15.00
389008;1.00;2023-08-17;23.00
389008;2.00;2023-09-02;11.00
389008;1.00;2023-09-29;28.00
389008;1.00;2023-08-26;17.00
389008;1.00;2023-08-21;22.00
389008;1.00;2023-08-31;16.00
389008;1.00;2023-09-25;30.00
389009;1.00;2023-09-05;42.00
389009;2.00;2023-09-08;116.00
389009;3.00;2023-08-06;90.00
389009;1.00;2023-08-22;32.00
389009;1.00;2023-08-25;46.00
389009;1.00;2023-09-30;47.00
389009;2.00;2023-08-28;86.00
389009;1.00;2023-09-26;50.00
389009;1.00;2023-09-29;48.00
389009;1.00;2023-09-02;45.00
389009;1.00;2023-09-15;41.00
389009;2.00;2023-08-03;28.00
389009;3.00;2023-09-01;144.00
389009;1.00;2023-09-10;53.00
389009;1.00;2023-08-13;46.00
389009;1.00;2023-08-26;45.00
389009;3.00;2023-09-11;104.00
389009;1.00;2023-09-14;43.00
389009;1.00;2023-09-18;39.00
389009;1.00;2023-09-24;32.00
389009;2.00;2023-08-17;88.00
389009;1.00;2023-08-14;45.00
389009;2.00;2023-08-21;70.00
389009;1.00;2023-08-09;39.00
389010;1.00;2023-08-31;41.00
389010;2.00;2023-09-13;36.00
389010;1.00;2023-08-01;32.00
389010;1.00;2023-08-07;43.00
389010;1.00;2023-08-13;33.00
389010;1.00;2023-09-04;35.00
389010;2.00;2023-08-19;70.00
389010;2.00;2023-09-08;50.00
389010;1.00;2023-08-15;32.00
389010;2.00;2023-09-23;66.00
389010;3.00;2023-09-17;48.00
389010;1.00;2023-09-02;36.00
389010;1.00;2023-09-24;31.00
389010;1.00;2023-08-11;34.00
389010;1.00;2023-08-24;45.00
389010;1.00;2023-09-28;38.00
389010;6.00;2023-09-07;93.00
389011;1.00;2023-09-07;38.00
389011;1.00;2023-08-08;41.00
389011;1.00;2023-08-24;55.00
389011;1.00;2023-09-12;29.00
389011;2.00;2023-09-25;36.00
389011;1.00;2023-08-01;24.00
389011;1.00;2023-08-04;22.00
389011;1.00;2023-08-10;40.00
389011;1.00;2023-08-30;48.00
389011;1.00;2023-09-08;37.00
389011;1.00;2023-09-24;37.00
389011;2.00;2023-09-27;33.00
389011;2.00;2023-08-12;68.00
389011;3.00;2023-08-25;162.00
389011;1.00;2023-09-13;28.00
389011;1.00;2023-09-26;34.00
389011;2.00;2023-08-11;39.00
389011;1.00;2023-09-06;39.00
389011;1.00;2023-09-22;38.00
389011;1.00;2023-09-02;44.00
389011;2.00;2023-09-18;17.00
389011;1.00;2023-08-13;36.00
389011;1.00;2023-08-19;60.00
389011;1.00;2023-09-04;43.00
389011;1.00;2023-09-14;27.00
389011;2.00;2023-09-17;44.00
389011;1.00;2023-08-02;23.00
389011;2.00;2023-09-29;86.00
389011;1.00;2023-09-09;33.00
394238;2.00;2023-09-16;11.00
394238;1.00;2023-08-16;13.00
394238;1.00;2023-09-08;12.00
394239;2.00;2023-08-04;4.00
394239;1.00;2023-08-05;2.00
394239;1.00;2023-08-15;5.00
394239;1.00;2023-08-16;4.00
394239;1.00;2023-09-16;5.00
394239;1.00;2023-09-22;2.00
394240;1.00;2023-09-26;7.00
394240;1.00;2023-09-14;4.00
394605;1.00;2023-09-04;6.00
394605;1.00;2023-09-02;7.00
394605;1.00;2023-09-05;5.00
394605;2.00;2023-09-17;3.00
394605;1.00;2023-08-20;5.00
394606;4.00;2023-09-18;3.00
394606;1.00;2023-09-01;8.00
394606;2.00;2023-08-09;10.00
394607;1.00;2023-09-07;3.00
394609;1.00;2023-09-27;9.00
394609;1.00;2023-09-24;10.00
394609;1.00;2023-09-13;13.00
394609;4.00;2023-08-23;6.00
394609;1.00;2023-08-30;2.00
394609;1.00;2023-08-08;7.00
394609;1.00;2023-08-21;7.00
395353;1.00;2023-08-16;25.00
395353;1.00;2023-08-29;23.00
395353;1.00;2023-08-06;28.00
395353;1.00;2023-09-06;19.00
395353;1.00;2023-08-30;22.00
395353;1.00;2023-09-15;8.00
395353;1.00;2023-08-28;24.00
395353;1.00;2023-08-31;20.00
395353;1.00;2023-09-09;13.00
395355;1.00;2023-08-28;6.00
395355;2.00;2023-08-17;11.00
395355;2.00;2023-09-18;14.00
395355;2.00;2023-09-30;12.00
395355;2.00;2023-08-30;3.00
395356;1.00;2023-09-09;12.00
395356;1.00;2023-09-18;16.00
395356;3.00;2023-09-04;34.00
395356;1.00;2023-09-29;19.00
395356;1.00;2023-08-27;19.00
397885;1.00;2023-08-23;11.00
397885;2.00;2023-09-05;9.00
397885;3.00;2023-09-14;5.00
397885;1.00;2023-09-27;14.00
402518;1.00;2023-09-05;8.00
402518;1.00;2023-08-20;11.00
402519;2.00;2023-08-15;5.00
402519;1.00;2023-08-27;7.00
405584;6.00;2023-09-19;20.00
405584;2.00;2023-09-05;23.00
405584;1.00;2023-09-18;21.00
405584;6.00;2023-08-11;21.00
405584;4.00;2023-08-27;15.00
407192;1.00;2023-08-27;14.00
407192;1.00;2023-08-03;5.00
407192;1.00;2023-08-09;8.00
407192;1.00;2023-08-22;17.00
407192;1.00;2023-09-07;17.00
407192;1.00;2023-09-04;19.00
407192;2.00;2023-09-17;26.00
407192;1.00;2023-09-20;8.00
407192;1.00;2023-09-23;7.00
407192;1.00;2023-09-06;18.00
407193;1.00;2023-08-06;44.00
407193;3.00;2023-08-17;76.00
407193;1.00;2023-09-28;37.00
407193;1.00;2023-08-02;30.00
407193;1.00;2023-09-03;45.00
407193;1.00;2023-09-13;32.00
407193;1.00;2023-08-08;41.00
407193;1.00;2023-09-09;39.00
407193;1.00;2023-09-06;43.00
407193;2.00;2023-09-16;68.00
407193;2.00;2023-09-29;70.00
407193;1.00;2023-08-23;47.00
407193;1.00;2023-09-01;34.00
407193;1.00;2023-09-15;36.00
407193;1.00;2023-08-15;40.00
407193;1.00;2023-08-31;39.00
407193;1.00;2023-09-26;41.00
407193;1.00;2023-09-07;42.00
407193;1.00;2023-09-23;26.00
407193;1.00;2023-09-05;44.00
407193;1.00;2023-09-21;31.00
407193;2.00;2023-09-27;39.00
407194;1.00;2023-08-19;11.00
407194;1.00;2023-08-12;12.00
407194;1.00;2023-08-10;13.00
407194;2.00;2023-09-08;9.00
407194;1.00;2023-09-10;7.00
407195;2.00;2023-09-09;86.00
407195;1.00;2023-09-15;53.00
407195;2.00;2023-09-25;98.00
407195;1.00;2023-08-16;49.00
407195;1.00;2023-08-29;39.00
407195;1.00;2023-09-01;30.00
407195;1.00;2023-08-07;68.00
407195;1.00;2023-08-18;57.00
407195;1.00;2023-09-10;65.00
407195;4.00;2023-08-11;171.00
407195;1.00;2023-08-14;50.00
407195;2.00;2023-08-30;76.00
407195;1.00;2023-09-28;42.00
407195;2.00;2023-08-03;58.00
407195;1.00;2023-09-04;50.00
407195;1.00;2023-09-14;54.00
407195;2.00;2023-09-18;104.00
407195;2.00;2023-08-21;106.00
407195;1.00;2023-09-06;49.00
407195;3.00;2023-09-22;120.00
407195;2.00;2023-08-02;118.00
407195;2.00;2023-08-09;61.00
407195;2.00;2023-08-12;110.00
407195;1.00;2023-08-28;40.00
407195;2.00;2023-09-13;112.00
407195;1.00;2023-09-29;65.00
407195;2.00;2023-08-10;118.00
407195;1.00;2023-08-23;44.00
407195;2.00;2023-09-11;64.00
407195;3.00;2023-08-13;159.00
407195;3.00;2023-08-19;168.00
407195;1.00;2023-08-22;45.00
407195;2.00;2023-09-07;48.00
407195;2.00;2023-09-27;100.00
411298;1.00;2023-08-16;6.00
411298;1.00;2023-09-21;10.00
411298;1.00;2023-09-05;15.00
411298;1.00;2023-08-11;10.00
411298;1.00;2023-09-01;16.00
411298;1.00;2023-09-20;11.00
411298;1.00;2023-08-29;17.00
411298;1.00;2023-09-11;14.00
411299;1.00;2023-08-27;24.00
411299;1.00;2023-08-17;26.00
411299;1.00;2023-08-18;25.00
411299;1.00;2023-09-09;21.00
411299;1.00;2023-09-01;23.00
411299;1.00;2023-09-17;16.00
411299;1.00;2023-09-30;12.00
411299;1.00;2023-09-06;22.00
411299;2.00;2023-08-09;20.00
412021;1.00;2023-09-07;16.00
412021;1.00;2023-09-06;17.00
412021;1.00;2023-09-12;15.00
412021;1.00;2023-09-20;13.00
412021;2.00;2023-08-20;24.00
412021;1.00;2023-08-27;10.00
412021;1.00;2023-08-15;13.00
412021;1.00;2023-08-03;15.00
412021;1.00;2023-08-09;14.00
412021;1.00;2023-09-17;14.00
412022;1.00;2023-08-05;54.00
412022;1.00;2023-08-12;48.00
412022;1.00;2023-08-21;31.00
412022;1.00;2023-08-28;29.00
412022;3.00;2023-09-06;62.00
412022;1.00;2023-09-10;46.00
412022;1.00;2023-08-07;53.00
412022;1.00;2023-09-08;27.00
412022;1.00;2023-08-03;40.00
412022;1.00;2023-09-30;64.00
412022;1.00;2023-08-10;50.00
412022;1.00;2023-08-13;47.00
412022;1.00;2023-08-26;35.00
412022;1.00;2023-09-18;50.00
412022;2.00;2023-08-09;104.00
412022;1.00;2023-08-19;32.00
412022;5.00;2023-08-22;30.00
412022;1.00;2023-08-25;16.00
412022;1.00;2023-09-01;22.00
412022;2.00;2023-09-14;88.00
412022;1.00;2023-09-03;38.00
412022;1.00;2023-08-14;40.00
412022;1.00;2023-08-30;28.00
412022;3.00;2023-09-02;41.00
412022;2.00;2023-09-22;96.00
412022;2.00;2023-08-23;36.00
412022;1.00;2023-09-27;58.00
412022;2.00;2023-08-16;39.00
412022;1.00;2023-09-07;28.00
412022;1.00;2023-08-11;49.00
412022;2.00;2023-09-25;60.00
412022;1.00;2023-09-13;45.00
412022;1.00;2023-09-16;51.00
412023;1.00;2023-08-09;12.00
412023;1.00;2023-09-04;5.00
412023;1.00;2023-09-18;13.00
412024;1.00;2023-09-09;54.00
412024;2.00;2023-09-15;92.00
412024;1.00;2023-08-18;46.00
412024;1.00;2023-08-19;44.00
412024;2.00;2023-09-01;51.00
412024;1.00;2023-09-07;58.00
412024;1.00;2023-09-27;48.00
412024;1.00;2023-08-25;35.00
412024;1.00;2023-09-13;47.00
412024;1.00;2023-08-10;39.00
412024;2.00;2023-08-23;84.00
412024;1.00;2023-09-02;69.00
412024;1.00;2023-08-02;55.00
412024;1.00;2023-09-23;38.00
412024;1.00;2023-09-26;49.00
412024;1.00;2023-09-20;40.00
412024;1.00;2023-08-07;45.00
412024;2.00;2023-09-05;126.00
412024;3.00;2023-09-06;61.00
412026;1.00;2023-09-14;22.00
412026;1.00;2023-09-29;20.00
412026;1.00;2023-08-14;3.00
412027;4.00;2023-08-24;13.00
412027;4.00;2023-08-14;21.00
412027;2.00;2023-09-22;14.00
412027;1.00;2023-09-14;19.00
412027;2.00;2023-08-18;15.00
412027;1.00;2023-09-13;20.00
412027;2.00;2023-09-15;18.00
412027;4.00;2023-09-28;36.00
412027;1.00;2023-09-01;15.00
412028;2.00;2023-08-06;4.00
412028;1.00;2023-08-09;2.00
412028;1.00;2023-09-22;6.00
412029;4.00;2023-08-06;7.00
412029;2.00;2023-08-16;5.00
412029;2.00;2023-08-03;9.00
412029;2.00;2023-08-11;2.00
412029;1.00;2023-08-09;3.00
412029;1.00;2023-09-22;21.00
413877;1.00;2023-08-14;9.00
413877;1.00;2023-08-15;8.00
413877;1.00;2023-09-13;7.00
413877;1.00;2023-08-03;10.00
413929;1.00;2023-08-04;38.00
413929;1.00;2023-08-26;26.00
413929;1.00;2023-09-15;29.00
413929;1.00;2023-09-16;28.00
413929;1.00;2023-08-22;30.00
413929;1.00;2023-09-20;26.00
413929;1.00;2023-08-07;35.00
413929;1.00;2023-08-13;24.00
413929;1.00;2023-08-14;23.00
413929;2.00;2023-08-17;34.00
413929;1.00;2023-08-24;27.00
413929;2.00;2023-09-05;58.00
413929;1.00;2023-08-06;36.00
413929;1.00;2023-08-18;32.00
413929;2.00;2023-09-19;24.00
413930;2.00;2023-08-04;39.00
413930;2.00;2023-09-05;12.00
413930;1.00;2023-09-12;7.00
413930;1.00;2023-09-16;8.00
413930;1.00;2023-09-20;6.00
413930;1.00;2023-08-06;37.00
413930;1.00;2023-08-13;35.00
413930;1.00;2023-08-16;33.00
413930;2.00;2023-08-26;62.00
413930;1.00;2023-09-17;7.00
413930;13.00;2023-08-31;78.00
413930;1.00;2023-09-22;2.00
413930;1.00;2023-08-03;40.00
413930;1.00;2023-08-15;34.00
414581;1.00;2023-08-17;17.00
414581;11.00;2023-08-24;28.00
414581;1.00;2023-08-28;2.00
414581;1.00;2023-08-03;23.00
414581;5.00;2023-09-02;25.00
414581;2.00;2023-09-18;29.00
414601;1.00;2023-08-12;18.00
414601;2.00;2023-09-04;21.00
414601;1.00;2023-09-17;14.00
414601;1.00;2023-08-17;24.00
417910;1.00;2023-08-12;17.00
417910;1.00;2023-09-07;14.00
417910;1.00;2023-09-21;13.00
417910;2.00;2023-08-06;13.00
417910;1.00;2023-08-18;15.00
417911;1.00;2023-09-24;5.00
417911;1.00;2023-08-06;6.00
417927;1.00;2023-09-13;17.00
417927;2.00;2023-08-08;6.00
417927;1.00;2023-08-03;5.00
417927;1.00;2023-09-24;15.00
417928;1.00;2023-09-13;10.00
417928;1.00;2023-08-08;11.00
417928;1.00;2023-09-19;9.00
417928;1.00;2023-08-25;8.00
417931;1.00;2023-08-22;11.00
417931;1.00;2023-08-14;15.00
417931;3.00;2023-09-18;15.00
417931;2.00;2023-08-27;9.00
417931;1.00;2023-08-20;12.00
417931;1.00;2023-09-15;18.00
417931;2.00;2023-09-25;9.00
417931;1.00;2023-08-16;13.00
417932;1.00;2023-09-06;16.00
417932;1.00;2023-08-30;18.00
417932;1.00;2023-08-20;24.00
417932;1.00;2023-08-31;17.00
417932;1.00;2023-09-25;16.00
418304;3.00;2023-08-16;66.00
418304;1.00;2023-08-19;19.00
418304;4.00;2023-08-22;30.00
418304;2.00;2023-08-11;27.00
418304;1.00;2023-09-06;22.00
418304;1.00;2023-09-29;24.00
418304;1.00;2023-09-07;33.00
418304;6.00;2023-08-20;36.00
418304;2.00;2023-09-08;32.00
418304;4.00;2023-08-29;17.00
424655;1.00;2023-08-07;12.00
424655;1.00;2023-08-10;11.00
424655;1.00;2023-08-27;13.00
424655;2.00;2023-09-24;10.00
424655;1.00;2023-08-31;12.00
424656;1.00;2023-08-04;11.00
424656;1.00;2023-08-07;9.00
424656;1.00;2023-08-25;14.00
425798;2.00;2023-08-19;53.00
425798;2.00;2023-08-05;82.00
425798;2.00;2023-09-19;58.00
425798;1.00;2023-08-26;41.00
425798;1.00;2023-08-29;38.00
425798;1.00;2023-09-11;33.00
425798;1.00;2023-09-14;43.00
425798;1.00;2023-09-12;32.00
425798;1.00;2023-09-28;57.00
425798;1.00;2023-08-04;42.00
425798;2.00;2023-08-20;102.00
425798;1.00;2023-08-30;37.00
425798;1.00;2023-09-25;63.00
425798;1.00;2023-08-16;42.00
425798;3.00;2023-09-30;153.00
425798;2.00;2023-08-09;32.00
425798;2.00;2023-08-28;80.00
425798;1.00;2023-08-21;49.00
425798;5.00;2023-09-03;96.00
425798;1.00;2023-09-16;30.00
425798;2.00;2023-08-06;39.00
425798;1.00;2023-08-25;42.00
425798;5.00;2023-09-07;42.00
425798;2.00;2023-08-01;64.00
425798;1.00;2023-09-02;25.00
425798;1.00;2023-09-15;42.00
425798;1.00;2023-08-23;48.00
