KODTOV;kolvo_sale;DATA;kolvo_ost
449914;2.00;2023-08-25;88.00
449914;1.00;2023-09-04;104.00
449914;3.00;2023-08-27;160.00
449914;1.00;2023-08-02;149.00
449914;2.00;2023-08-24;90.00
449915;1.00;2023-08-04;61.00
449915;1.00;2023-08-26;66.00
449915;1.00;2023-09-11;33.00
449915;1.00;2023-08-12;54.00
449915;1.00;2023-09-03;57.00
449915;1.00;2023-09-06;49.00
449915;1.00;2023-09-19;42.00
449915;1.00;2023-08-09;63.00
449915;1.00;2023-09-04;54.00
449915;2.00;2023-09-01;122.00
449915;1.00;2023-09-10;36.00
449915;1.00;2023-08-10;62.00
449915;4.00;2023-09-05;159.00
449915;4.00;2023-09-08;184.00
449915;1.00;2023-09-09;37.00
449915;1.00;2023-09-22;39.00
449915;1.00;2023-09-18;33.00
449915;1.00;2023-08-01;40.00
449915;1.00;2023-09-28;58.00
449915;1.00;2023-08-15;75.00
449915;2.00;2023-09-17;35.00
449916;1.00;2023-08-02;81.00
449916;1.00;2023-09-03;90.00
449916;1.00;2023-09-16;57.00
449916;4.00;2023-08-04;234.00
449916;1.00;2023-08-27;99.00
449916;1.00;2023-08-30;101.00
449916;2.00;2023-09-28;160.00
449916;1.00;2023-08-29;102.00
449916;1.00;2023-09-05;84.00
449916;2.00;2023-08-03;160.00
449916;1.00;2023-08-06;61.00
449916;1.00;2023-08-12;64.00
449916;2.00;2023-09-07;166.00
449916;1.00;2023-09-14;63.00
449916;1.00;2023-08-09;72.00
449916;1.00;2023-08-22;109.00
449916;1.00;2023-08-21;90.00
449916;1.00;2023-08-31;100.00
449916;1.00;2023-09-22;63.00
449916;1.00;2023-08-11;65.00
449916;2.00;2023-08-14;126.00
449916;1.00;2023-08-20;91.00
449916;3.00;2023-09-25;108.00
449916;1.00;2023-08-24;103.00
449916;1.00;2023-08-01;75.00
449916;2.00;2023-09-02;194.00
449916;1.00;2023-09-09;80.00
449916;2.00;2023-09-12;140.00
449916;2.00;2023-09-15;118.00
449916;2.00;2023-08-19;96.00
449916;3.00;2023-08-28;186.00
449916;2.00;2023-09-01;198.00
449916;1.00;2023-09-04;85.00
449916;1.00;2023-09-10;79.00
449916;2.00;2023-09-23;62.00
449916;1.00;2023-09-08;81.00
449917;1.00;2023-08-01;21.00
449917;1.00;2023-08-14;23.00
449917;2.00;2023-09-22;40.00
449917;1.00;2023-08-10;25.00
449917;1.00;2023-09-14;23.00
449917;1.00;2023-08-02;32.00
449917;1.00;2023-08-06;28.00
449917;1.00;2023-09-05;24.00
449917;1.00;2023-09-08;22.00
449917;1.00;2023-09-06;23.00
449917;1.00;2023-09-27;28.00
449917;1.00;2023-08-12;24.00
449917;1.00;2023-08-15;34.00
449917;1.00;2023-09-29;27.00
449917;2.00;2023-09-17;44.00
449918;1.00;2023-08-09;35.00
449918;1.00;2023-09-26;25.00
449918;2.00;2023-09-12;42.00
449918;2.00;2023-09-22;17.00
449918;2.00;2023-09-05;25.00
449918;1.00;2023-09-24;15.00
449918;1.00;2023-08-06;28.00
449918;2.00;2023-09-11;23.00
449918;1.00;2023-09-30;22.00
449918;2.00;2023-09-29;24.00
449918;1.00;2023-08-05;29.00
449918;1.00;2023-09-06;23.00
449918;1.00;2023-09-25;14.00
449918;2.00;2023-08-10;68.00
449919;2.00;2023-08-10;92.00
449919;1.00;2023-08-26;58.00
449919;1.00;2023-09-11;41.00
449919;1.00;2023-09-13;40.00
449919;1.00;2023-09-17;29.00
449919;1.00;2023-09-23;39.00
449919;2.00;2023-08-01;76.00
449919;1.00;2023-08-30;53.00
449919;1.00;2023-09-28;25.00
449919;1.00;2023-08-03;40.00
449919;1.00;2023-09-30;24.00
449919;1.00;2023-08-12;44.00
449919;3.00;2023-09-25;114.00
449919;1.00;2023-08-29;56.00
449919;1.00;2023-08-28;57.00
449919;2.00;2023-09-16;78.00
449919;1.00;2023-09-19;40.00
449920;2.00;2023-08-06;146.00
449920;1.00;2023-08-29;79.00
449920;2.00;2023-09-27;130.00
449920;1.00;2023-09-03;59.00
449920;1.00;2023-09-09;60.00
449920;1.00;2023-08-20;59.00
449920;3.00;2023-09-02;66.00
449920;1.00;2023-09-28;63.00
449920;1.00;2023-08-10;68.00
449920;1.00;2023-08-16;64.00
449920;2.00;2023-09-01;136.00
449920;3.00;2023-09-17;130.00
449920;1.00;2023-08-12;65.00
449920;1.00;2023-08-25;74.00
449920;4.00;2023-08-31;72.00
449920;1.00;2023-09-23;43.00
449920;1.00;2023-09-26;72.00
449920;1.00;2023-08-01;73.00
449920;1.00;2023-08-14;59.00
449920;3.00;2023-08-17;189.00
449920;1.00;2023-09-18;62.00
449920;1.00;2023-08-05;74.00
449920;2.00;2023-08-11;134.00
449920;2.00;2023-09-25;84.00
449921;1.00;2023-08-15;3.00
452224;2.00;2023-08-31;26.00
452224;2.00;2023-08-17;86.00
452224;1.00;2023-08-19;40.00
452224;1.00;2023-08-29;20.00
452224;1.00;2023-08-18;41.00
452224;1.00;2023-08-21;38.00
452224;1.00;2023-08-07;40.00
452224;3.00;2023-08-30;48.00
452224;2.00;2023-08-24;30.00
452224;2.00;2023-08-01;33.00
452224;1.00;2023-08-14;48.00
452224;1.00;2023-08-20;39.00
452224;1.00;2023-08-23;31.00
452224;4.00;2023-09-02;11.00
452224;1.00;2023-08-09;39.00
452224;1.00;2023-08-15;47.00
452224;1.00;2023-08-28;21.00
452224;3.00;2023-08-16;92.00
452224;1.00;2023-09-04;7.00
452227;8.00;2023-08-13;156.00
452227;3.00;2023-08-16;80.00
452227;4.00;2023-08-15;132.00
452227;1.00;2023-08-28;19.00
452227;2.00;2023-08-02;56.00
452227;2.00;2023-08-11;76.00
452227;1.00;2023-08-24;28.00
452227;2.00;2023-08-21;66.00
452227;1.00;2023-08-27;20.00
452227;2.00;2023-08-03;108.00
452227;1.00;2023-09-01;NULL
452227;5.00;2023-08-06;96.00
452227;1.00;2023-08-30;16.00
452227;4.00;2023-09-05;16.00
452227;1.00;2023-09-06;1.00
452227;2.00;2023-08-09;42.00
452227;2.00;2023-08-12;54.00
452227;1.00;2023-08-25;25.00
452227;3.00;2023-08-26;48.00
452227;2.00;2023-08-29;18.00
452228;2.00;2023-08-14;38.00
452228;1.00;2023-08-24;31.00
452228;1.00;2023-08-27;33.00
452228;3.00;2023-09-06;102.00
452228;1.00;2023-09-12;31.00
452228;1.00;2023-09-22;44.00
452228;1.00;2023-09-28;36.00
452228;3.00;2023-08-07;102.00
452228;3.00;2023-09-08;58.00
452228;1.00;2023-08-29;30.00
452228;2.00;2023-09-26;41.00
452228;3.00;2023-09-27;78.00
452228;1.00;2023-09-15;30.00
452228;2.00;2023-08-09;48.00
452228;1.00;2023-08-22;37.00
452228;1.00;2023-09-30;30.00
452228;1.00;2023-08-12;44.00
452228;1.00;2023-08-15;36.00
452228;1.00;2023-08-18;43.00
452228;1.00;2023-09-10;32.00
452228;1.00;2023-08-03;41.00
452228;1.00;2023-09-07;32.00
452228;2.00;2023-09-23;84.00
452228;1.00;2023-09-03;38.00
452228;1.00;2023-08-04;40.00
452228;1.00;2023-08-10;46.00
452228;1.00;2023-09-02;28.00
452228;1.00;2023-09-25;43.00
452230;1.00;2023-08-23;28.00
452230;1.00;2023-08-30;26.00
452230;1.00;2023-09-02;24.00
452230;1.00;2023-08-06;32.00
452230;1.00;2023-09-30;13.00
452230;1.00;2023-08-20;31.00
452230;1.00;2023-08-02;24.00
452230;1.00;2023-08-25;27.00
452230;1.00;2023-09-07;21.00
452230;1.00;2023-08-21;30.00
452230;1.00;2023-09-04;22.00
452230;1.00;2023-08-04;21.00
452230;1.00;2023-09-08;20.00
452231;1.00;2023-08-21;25.00
452231;1.00;2023-08-16;22.00
452231;2.00;2023-09-01;22.00
452231;1.00;2023-09-03;22.00
452231;2.00;2023-09-07;20.00
452231;2.00;2023-08-05;33.00
452231;1.00;2023-08-11;29.00
452231;1.00;2023-09-02;19.00
452231;1.00;2023-09-11;24.00
452231;1.00;2023-08-02;26.00
452231;1.00;2023-09-29;20.00
456049;25.00;2023-08-15;2572.00
456049;12.00;2023-08-18;2775.00
456049;36.00;2023-08-21;5817.00
456049;25.00;2023-08-31;4565.00
456049;11.00;2023-09-13;1784.00
456049;25.00;2023-08-03;4140.00
456049;15.00;2023-08-09;1902.00
456049;55.00;2023-08-19;5478.00
456049;60.00;2023-08-25;5720.00
456049;29.00;2023-09-17;2932.00
456049;39.00;2023-09-30;5593.00
456049;25.00;2023-08-26;4585.00
456049;100.00;2023-09-18;4928.00
456049;6.00;2023-08-08;1280.00
456049;38.00;2023-08-27;2520.00
456049;40.00;2023-09-25;1610.00
456049;29.00;2023-09-28;1434.00
456049;33.00;2023-08-04;4015.00
456049;26.00;2023-08-10;3095.00
456049;27.00;2023-08-20;5148.00
456049;13.00;2023-08-23;2214.00
456049;15.00;2023-08-29;3976.00
456049;63.00;2023-09-08;5697.00
456049;25.00;2023-09-11;2565.00
456049;38.00;2023-09-21;2300.00
456049;17.00;2023-08-01;1720.00
456049;37.00;2023-08-11;5586.00
456049;36.00;2023-08-17;3844.00
456049;10.00;2023-08-24;2175.00
456049;50.00;2023-08-30;6083.00
456049;34.00;2023-09-02;6944.00
456049;45.00;2023-09-12;3904.00
456049;33.00;2023-09-15;4890.00
456049;23.00;2023-09-22;2110.00
456049;18.00;2023-09-04;3485.00
456049;18.00;2023-09-07;3255.00
456049;30.00;2023-09-14;5915.00
456049;34.00;2023-09-23;3591.00
456049;10.00;2023-08-02;1676.00
456049;33.00;2023-08-05;3850.00
456049;43.00;2023-08-12;6128.00
456049;24.00;2023-08-28;3552.00
456049;137.00;2023-09-03;6672.00
456049;49.00;2023-09-16;6256.00
456049;26.00;2023-09-29;5775.00
456049;50.00;2023-08-06;3685.00
456049;47.00;2023-08-16;5382.00
456049;57.00;2023-08-22;7155.00
456049;20.00;2023-09-01;4440.00
456049;52.00;2023-09-10;6215.00
456049;87.00;2023-09-20;2735.00
456049;28.00;2023-09-06;5432.00
456049;57.00;2023-09-19;5436.00
456049;15.00;2023-09-26;1692.00
456049;32.00;2023-08-14;4725.00
456049;5.00;2023-09-09;1710.00
456049;47.00;2023-08-07;6870.00
456049;48.00;2023-08-13;6507.00
456049;43.00;2023-09-24;3285.00
456049;28.00;2023-09-27;1068.00
456987;1.00;2023-08-01;10.00
456987;2.00;2023-09-26;13.00
456987;2.00;2023-08-21;10.00
456987;1.00;2023-08-16;7.00
456987;2.00;2023-09-30;11.00
461410;1.00;2023-09-23;5.00
461411;1.00;2023-08-08;11.00
461411;1.00;2023-09-21;17.00
461411;1.00;2023-08-26;2.00
461411;3.00;2023-09-11;15.00
461411;1.00;2023-08-31;10.00
461411;2.00;2023-09-07;12.00
461411;1.00;2023-08-17;2.00
461411;1.00;2023-08-13;10.00
461412;2.00;2023-08-06;13.00
461412;2.00;2023-08-13;22.00
461412;1.00;2023-08-17;7.00
461412;1.00;2023-09-07;10.00
461412;1.00;2023-08-31;11.00
461412;1.00;2023-09-04;15.00
461412;2.00;2023-09-23;14.00
461584;1.00;2023-08-25;36.00
461584;1.00;2023-09-04;22.00
461584;1.00;2023-08-20;29.00
461584;1.00;2023-08-21;28.00
461584;1.00;2023-09-22;41.00
461584;1.00;2023-08-27;31.00
461584;1.00;2023-08-10;36.00
461584;2.00;2023-09-07;17.00
461584;2.00;2023-08-26;35.00
461584;1.00;2023-09-21;44.00
461584;1.00;2023-09-29;39.00
461584;1.00;2023-09-25;40.00
461585;1.00;2023-08-20;45.00
461585;2.00;2023-08-30;30.00
461585;3.00;2023-08-12;80.00
461585;2.00;2023-08-25;37.00
461585;4.00;2023-09-07;117.00
461585;1.00;2023-08-05;45.00
461585;2.00;2023-08-11;42.00
461585;2.00;2023-08-21;88.00
461585;1.00;2023-08-27;32.00
461585;1.00;2023-08-02;33.00
461585;2.00;2023-08-09;80.00
461585;1.00;2023-09-10;40.00
461585;1.00;2023-09-29;38.00
461585;2.00;2023-08-13;35.00
461585;2.00;2023-08-01;35.00
461585;2.00;2023-08-04;94.00
461585;1.00;2023-08-10;44.00
461585;4.00;2023-08-08;44.00
461585;2.00;2023-09-09;44.00
461585;1.00;2023-09-28;39.00
461585;1.00;2023-08-23;41.00
461585;1.00;2023-09-18;40.00
461585;4.00;2023-08-19;50.00
461586;1.00;2023-09-15;13.00
461586;1.00;2023-08-25;14.00
461587;1.00;2023-09-10;1.00
461587;1.00;2023-09-20;11.00
461587;2.00;2023-09-07;7.00
461587;2.00;2023-09-08;5.00
461587;1.00;2023-08-02;12.00
461587;1.00;2023-09-15;12.00
461587;2.00;2023-09-28;16.00
466460;1.00;2023-09-13;2.00
466460;1.00;2023-09-02;6.00
466461;2.00;2023-09-28;7.00
466461;1.00;2023-09-07;11.00
466461;2.00;2023-09-10;10.00
466461;1.00;2023-09-11;8.00
466461;1.00;2023-08-05;8.00
466462;1.00;2023-08-11;7.00
466462;3.00;2023-08-16;4.00
466462;3.00;2023-09-04;10.00
466462;1.00;2023-09-03;11.00
466462;1.00;2023-08-27;7.00
466462;1.00;2023-09-01;12.00
466463;1.00;2023-09-05;18.00
466463;2.00;2023-08-24;7.00
466463;1.00;2023-09-04;19.00
466463;2.00;2023-08-27;13.00
466463;1.00;2023-08-16;7.00
466463;2.00;2023-08-14;9.00
466463;2.00;2023-08-08;11.00
467523;1.00;2023-08-12;27.00
467523;1.00;2023-08-25;35.00
467523;1.00;2023-08-10;30.00
467523;2.00;2023-08-26;68.00
467523;2.00;2023-09-14;45.00
467523;1.00;2023-09-24;34.00
467523;3.00;2023-08-08;68.00
467523;2.00;2023-08-27;64.00
467523;3.00;2023-08-01;68.00
467523;1.00;2023-09-05;32.00
467523;1.00;2023-08-23;24.00
467523;1.00;2023-08-30;27.00
467523;1.00;2023-09-28;31.00
467523;1.00;2023-08-05;36.00
467523;1.00;2023-08-09;31.00
467523;2.00;2023-08-22;52.00
467523;1.00;2023-08-28;30.00
467523;1.00;2023-08-31;38.00
467523;2.00;2023-09-04;68.00
467523;2.00;2023-09-20;80.00
467523;1.00;2023-09-23;35.00
467523;2.00;2023-09-26;56.00
467523;2.00;2023-09-10;60.00
467523;1.00;2023-08-03;37.00
467523;2.00;2023-08-29;29.00
467523;2.00;2023-08-11;29.00
467523;2.00;2023-09-06;62.00
467523;1.00;2023-09-16;43.00
467523;2.00;2023-09-19;42.00
467523;1.00;2023-08-14;26.00
467523;1.00;2023-08-20;32.00
470390;1.00;2023-09-23;NULL
470390;1.00;2023-08-08;1.00
470390;1.00;2023-09-24;8.00
470390;8.00;2023-09-28;75.00
470390;5.00;2023-09-07;NULL
470390;1.00;2023-08-01;9.00
473528;1.00;2023-09-08;6.00
473528;2.00;2023-08-09;4.00
473638;1.00;2023-09-05;8.00
473638;2.00;2023-08-09;4.00
477094;1.00;2023-09-08;6.00
477094;1.00;2023-09-16;5.00
477094;1.00;2023-08-09;9.00
477094;1.00;2023-08-14;8.00
477094;1.00;2023-09-03;7.00
477096;2.00;2023-08-09;22.00
477096;1.00;2023-09-19;16.00
477096;2.00;2023-08-16;28.00
477096;1.00;2023-09-20;15.00
477096;1.00;2023-08-23;18.00
477096;1.00;2023-08-02;10.00
477096;1.00;2023-08-12;15.00
477096;3.00;2023-09-23;28.00
477096;1.00;2023-08-21;19.00
477096;1.00;2023-08-27;17.00
477096;1.00;2023-08-04;6.00
477096;1.00;2023-08-03;7.00
477096;1.00;2023-09-14;17.00
477096;1.00;2023-09-09;21.00
477096;1.00;2023-09-12;18.00
477096;1.00;2023-09-07;22.00
477120;1.00;2023-09-23;13.00
477120;1.00;2023-09-07;17.00
477120;1.00;2023-09-13;16.00
477120;1.00;2023-08-20;19.00
477120;1.00;2023-08-30;18.00
477122;1.00;2023-08-13;8.00
477122;1.00;2023-09-04;6.00
477122;2.00;2023-09-29;5.00
477122;1.00;2023-09-12;5.00
477122;2.00;2023-09-15;4.00
477122;1.00;2023-08-02;8.00
477122;1.00;2023-08-16;7.00
477122;1.00;2023-09-24;6.00
477123;1.00;2023-08-23;3.00
477123;1.00;2023-08-19;4.00
477123;1.00;2023-09-14;5.00
477123;1.00;2023-09-18;3.00
477123;1.00;2023-09-17;4.00
491272;1.00;2023-09-29;23.00
491272;2.00;2023-08-23;12.00
491272;1.00;2023-09-15;18.00
491272;2.00;2023-09-18;17.00
491272;1.00;2023-08-19;11.00
491272;1.00;2023-09-04;14.00
491272;1.00;2023-09-11;21.00
491272;2.00;2023-09-12;20.00
491272;1.00;2023-08-18;12.00
491272;1.00;2023-08-12;3.00
491273;2.00;2023-09-22;4.00
491273;1.00;2023-08-19;7.00
491273;1.00;2023-08-29;7.00
491273;1.00;2023-09-27;12.00
491273;2.00;2023-09-18;6.00
491273;2.00;2023-09-10;11.00
491273;1.00;2023-09-06;8.00
491273;3.00;2023-09-12;18.00
491273;2.00;2023-08-12;2.00
491273;1.00;2023-08-02;4.00
491641;2.00;2023-08-14;25.00
491641;2.00;2023-09-09;33.00
491641;1.00;2023-08-06;32.00
491641;2.00;2023-08-09;31.00
491641;3.00;2023-08-22;32.00
491641;1.00;2023-09-08;34.00
491641;1.00;2023-09-24;21.00
491641;2.00;2023-08-17;35.00
491641;1.00;2023-09-12;31.00
491641;1.00;2023-09-07;35.00
491641;1.00;2023-08-20;33.00
491642;2.00;2023-08-16;12.00
491642;2.00;2023-09-27;23.00
491642;1.00;2023-08-17;10.00
491642;1.00;2023-08-20;9.00
491642;1.00;2023-08-23;8.00
491642;2.00;2023-09-14;13.00
491642;1.00;2023-08-02;10.00
491642;1.00;2023-09-10;14.00
491642;2.00;2023-09-09;14.00
491642;3.00;2023-09-05;38.00
491642;2.00;2023-09-07;16.00
494823;1.00;2023-08-13;8.00
494823;1.00;2023-09-04;10.00
494824;1.00;2023-09-17;8.00
494824;1.00;2023-08-03;6.00
494824;1.00;2023-08-05;5.00
494824;2.00;2023-08-11;8.00
494824;1.00;2023-08-28;9.00
494825;1.00;2023-08-16;11.00
494825;1.00;2023-08-20;10.00
494825;1.00;2023-08-28;7.00
494825;1.00;2023-08-21;9.00
494825;1.00;2023-08-25;8.00
494826;1.00;2023-08-05;15.00
494826;1.00;2023-09-01;15.00
494826;2.00;2023-09-17;26.00
494826;1.00;2023-09-30;12.00
494826;1.00;2023-08-25;18.00
494826;1.00;2023-09-05;14.00
494826;2.00;2023-09-21;22.00
495534;1.00;2023-09-21;6.00
495534;1.00;2023-08-03;11.00
495534;1.00;2023-09-01;12.00
495534;3.00;2023-08-21;15.00
495534;1.00;2023-09-22;5.00
495534;1.00;2023-09-08;7.00
495535;1.00;2023-08-01;12.00
495535;1.00;2023-09-18;4.00
495535;2.00;2023-09-08;12.00
495535;1.00;2023-09-22;3.00
495535;1.00;2023-08-15;10.00
495535;1.00;2023-09-01;4.00
500815;1.00;2023-08-08;8.00
500816;1.00;2023-08-12;3.00
501807;1.00;2023-08-30;3.00
505204;2.00;2023-09-03;56.00
505204;1.00;2023-09-16;34.00
505204;2.00;2023-08-23;40.00
505204;3.00;2023-09-02;62.00
505204;1.00;2023-08-12;22.00
505204;2.00;2023-08-15;32.00
505204;2.00;2023-08-18;42.00
505204;1.00;2023-08-25;35.00
505204;1.00;2023-08-01;19.00
505204;2.00;2023-08-08;28.00
505204;1.00;2023-08-11;23.00
505204;1.00;2023-09-08;38.00
505204;1.00;2023-09-24;33.00
505205;3.00;2023-08-13;74.00
505205;1.00;2023-08-16;45.00
505205;1.00;2023-08-18;44.00
505205;1.00;2023-08-09;38.00
505205;1.00;2023-09-01;35.00
505205;1.00;2023-09-08;30.00
505205;1.00;2023-09-02;34.00
505205;1.00;2023-09-25;20.00
505205;1.00;2023-08-14;34.00
505205;1.00;2023-08-23;43.00
505205;1.00;2023-08-03;30.00
505205;1.00;2023-08-28;36.00
505205;2.00;2023-09-19;25.00
506665;1.00;2023-08-17;10.00
506665;1.00;2023-08-03;11.00
506686;1.00;2023-08-01;4.00
506686;3.00;2023-08-09;3.00
506688;1.00;2023-08-03;1.00
506690;1.00;2023-09-20;19.00
506690;1.00;2023-08-11;34.00
506690;1.00;2023-09-09;27.00
506690;1.00;2023-08-05;37.00
506690;1.00;2023-09-19;20.00
506690;1.00;2023-08-07;35.00
506690;1.00;2023-08-06;36.00
506690;1.00;2023-08-31;28.00
506691;1.00;2023-08-05;18.00
506691;1.00;2023-09-26;15.00
506691;1.00;2023-09-09;14.00
506691;1.00;2023-09-20;13.00
506691;1.00;2023-09-30;13.00
506691;1.00;2023-09-29;14.00
506691;1.00;2023-08-09;17.00
506691;1.00;2023-09-01;14.00
506691;1.00;2023-09-06;17.00
506691;2.00;2023-08-11;16.00
506691;1.00;2023-09-25;16.00
506693;1.00;2023-08-11;12.00
506693;1.00;2023-08-07;14.00
506693;1.00;2023-08-23;15.00
507917;1.00;2023-08-08;6.00
507917;1.00;2023-09-19;3.00
507917;1.00;2023-09-16;4.00
507917;1.00;2023-08-18;5.00
507918;1.00;2023-09-19;3.00
507919;1.00;2023-08-03;7.00
507919;2.00;2023-09-02;6.00
507919;1.00;2023-09-18;4.00
507921;1.00;2023-08-28;5.00
507921;2.00;2023-09-12;2.00
507921;1.00;2023-09-11;3.00
507921;2.00;2023-08-12;14.00
507921;1.00;2023-09-04;4.00
507923;1.00;2023-09-04;3.00
507925;3.00;2023-08-17;3.00
507927;1.00;2023-08-17;4.00
508519;1.00;2023-08-14;7.00
508520;1.00;2023-09-03;7.00
508520;1.00;2023-09-30;6.00
508520;2.00;2023-08-14;9.00
508521;3.00;2023-09-15;42.00
508521;1.00;2023-09-24;22.00
508521;1.00;2023-09-27;20.00
508521;1.00;2023-09-26;21.00
508521;1.00;2023-08-21;20.00
508521;1.00;2023-08-04;24.00
508521;1.00;2023-09-05;18.00
508522;1.00;2023-08-17;26.00
508522;2.00;2023-09-15;108.00
508522;3.00;2023-09-28;147.00
508522;1.00;2023-09-13;58.00
508522;1.00;2023-08-26;20.00
508522;1.00;2023-09-14;57.00
508522;1.00;2023-08-04;18.00
508522;2.00;2023-08-13;31.00
508522;1.00;2023-08-20;22.00
508522;1.00;2023-08-31;22.00
508522;1.00;2023-09-16;45.00
508522;3.00;2023-08-14;29.00
508522;1.00;2023-09-09;46.00
508522;1.00;2023-09-22;44.00
508522;1.00;2023-09-25;55.00
508522;1.00;2023-08-28;23.00
508522;1.00;2023-09-29;46.00
508522;1.00;2023-08-23;21.00
508522;1.00;2023-09-05;47.00
508522;1.00;2023-09-10;61.00
508523;1.00;2023-08-20;20.00
508523;1.00;2023-08-26;18.00
508523;1.00;2023-08-12;26.00
508523;1.00;2023-09-16;10.00
508523;2.00;2023-09-23;5.00
508523;1.00;2023-08-14;21.00
508523;2.00;2023-09-08;16.00
508523;2.00;2023-09-24;30.00
508523;1.00;2023-08-24;19.00
508523;1.00;2023-08-09;27.00
508523;1.00;2023-09-29;13.00
508524;1.00;2023-09-09;7.00
508524;1.00;2023-08-22;12.00
508524;1.00;2023-09-16;20.00
508524;2.00;2023-08-07;10.00
508524;1.00;2023-09-15;13.00
508524;1.00;2023-08-13;9.00
508524;1.00;2023-09-27;25.00
508524;3.00;2023-08-29;24.00
508524;1.00;2023-08-12;6.00
508524;1.00;2023-09-23;19.00
508524;1.00;2023-08-08;8.00
508524;1.00;2023-08-26;11.00
508524;1.00;2023-09-24;26.00
508524;1.00;2023-08-09;7.00
508524;4.00;2023-09-03;36.00
508524;1.00;2023-09-12;14.00
508577;1.00;2023-09-02;11.00
508577;1.00;2023-09-08;22.00
508577;1.00;2023-09-28;15.00
508577;1.00;2023-08-31;17.00
508577;1.00;2023-09-10;21.00
508577;1.00;2023-08-10;11.00
508578;1.00;2023-08-19;47.00
508578;1.00;2023-08-02;22.00
508578;2.00;2023-08-12;40.00
508578;1.00;2023-08-28;36.00
508578;2.00;2023-09-10;116.00
508578;3.00;2023-08-08;93.00
508578;1.00;2023-08-17;35.00
508578;1.00;2023-08-04;15.00
508578;1.00;2023-08-15;37.00
508578;1.00;2023-08-18;28.00
508578;1.00;2023-08-31;31.00
508578;2.00;2023-08-06;33.00
508578;2.00;2023-08-25;34.00
508578;1.00;2023-09-01;30.00
508578;3.00;2023-09-04;147.00
508578;3.00;2023-09-20;51.00
508578;1.00;2023-08-11;21.00
508578;1.00;2023-08-24;35.00
508578;6.00;2023-08-27;168.00
508578;2.00;2023-08-30;66.00
508578;1.00;2023-08-10;28.00
508578;2.00;2023-08-26;64.00
508578;1.00;2023-08-16;36.00
508578;1.00;2023-08-05;14.00
508578;1.00;2023-08-13;38.00
508578;1.00;2023-08-20;46.00
508578;4.00;2023-08-23;78.00
509427;4.00;2023-09-09;24.00
509427;1.00;2023-08-21;10.00
509427;4.00;2023-08-22;9.00
509427;6.00;2023-08-03;NULL
511096;1.00;2023-09-17;11.00
511096;1.00;2023-08-28;15.00
511096;3.00;2023-09-19;10.00
511495;1.00;2023-08-14;37.00
511495;1.00;2023-09-25;22.00
511495;1.00;2023-08-20;35.00
511495;1.00;2023-09-11;25.00
511495;1.00;2023-09-03;23.00
511495;1.00;2023-09-05;19.00
511495;1.00;2023-09-08;26.00
511495;1.00;2023-09-28;33.00
511495;1.00;2023-08-05;16.00
511495;2.00;2023-09-22;19.00
511495;1.00;2023-09-07;28.00
511495;1.00;2023-08-21;34.00
511495;1.00;2023-09-19;23.00
511495;1.00;2023-09-29;32.00
511495;1.00;2023-08-29;27.00
511495;1.00;2023-09-24;23.00
511495;1.00;2023-08-27;31.00
511496;1.00;2023-08-05;14.00
511496;1.00;2023-08-20;12.00
511496;1.00;2023-09-03;10.00
511496;1.00;2023-09-07;16.00
511496;1.00;2023-09-17;13.00
511496;1.00;2023-09-04;9.00
511496;1.00;2023-08-21;11.00
511496;1.00;2023-08-24;13.00
511496;1.00;2023-09-08;15.00
511496;3.00;2023-08-09;26.00
511496;1.00;2023-09-13;14.00
511496;1.00;2023-08-23;14.00
511496;1.00;2023-09-21;12.00
511496;1.00;2023-08-14;10.00
511496;1.00;2023-09-22;11.00
512039;2.00;2023-09-25;13.00
512039;1.00;2023-08-08;18.00
512039;1.00;2023-09-21;17.00
512039;2.00;2023-08-04;21.00
512039;1.00;2023-08-30;28.00
512039;1.00;2023-08-03;23.00
512039;1.00;2023-08-16;32.00
512039;1.00;2023-09-26;11.00
512039;1.00;2023-08-15;21.00
512039;1.00;2023-09-07;25.00
512039;1.00;2023-08-12;28.00
512039;1.00;2023-08-23;31.00
512039;2.00;2023-08-14;23.00
512039;1.00;2023-08-24;30.00
512040;1.00;2023-08-03;18.00
512040;1.00;2023-08-11;17.00
512318;3.00;2023-08-14;16.00
512318;1.00;2023-09-18;7.00
512318;2.00;2023-09-26;4.00
512318;1.00;2023-08-03;16.00
512318;1.00;2023-09-01;10.00
512318;2.00;2023-08-09;36.00
512318;2.00;2023-08-16;32.00
512318;1.00;2023-08-25;11.00
512318;2.00;2023-08-01;18.00
512318;1.00;2023-08-04;15.00
512318;1.00;2023-08-17;14.00
512318;2.00;2023-08-18;26.00
512674;1.00;2023-08-01;12.00
512674;1.00;2023-08-29;3.00
512674;1.00;2023-08-09;11.00
512694;3.00;2023-08-15;24.00
512694;1.00;2023-09-07;23.00
512694;1.00;2023-08-17;21.00
512694;1.00;2023-08-12;28.00
512694;1.00;2023-09-17;15.00
512694;2.00;2023-08-08;62.00
512694;1.00;2023-08-11;29.00
512694;1.00;2023-09-21;26.00
512694;1.00;2023-09-25;25.00
512694;1.00;2023-09-28;24.00
512694;1.00;2023-08-21;20.00
512695;1.00;2023-08-30;29.00
512695;1.00;2023-09-20;25.00
512695;1.00;2023-08-11;20.00
512695;1.00;2023-09-16;20.00
512695;1.00;2023-09-10;28.00
512695;2.00;2023-09-12;24.00
512695;1.00;2023-08-20;18.00
